Co Code,Bus Entity,Profit Centre,Project Code,Project,Project Region Old,SegForSegReprt_SEGMENT,Division,Post Code,City,District,Postal Area,Street,Project Type,CompanyGroup,Company Group_Old,Profit Center Name,Profit Center Long Name,Profit Center Short Name,Profit Center Source,Project Region,Region Code,Inventory Status,Company Group,Company,FLAG1,FLAG2,FLAG3
1000,NA,THNGGPL00,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,Tata Housing,Tata Housing Dev Co. Ltd,NULL,NULL,NULL
1000,NA,THNKNC000,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,Tata Housing,Tata Housing Dev Co. Ltd,NULL,NULL,NULL
1000,NA,THSBSP000,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,Tata Housing,Tata Housing Dev Co. Ltd,NULL,NULL,NULL
1000,NA,THSBSPL01,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,Tata Housing,Tata Housing Dev Co. Ltd,NULL,NULL,NULL
1000,NA,THSBSPL02,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,Tata Housing,Tata Housing Dev Co. Ltd,NULL,NULL,NULL
1000,NA,THSCO0000,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,Tata Housing,Tata Housing Dev Co. Ltd,NULL,NULL,NULL
1000,NA,THSSHC000,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,Tata Housing,Tata Housing Dev Co. Ltd,NULL,NULL,NULL
1000,NA,THWADC000,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,Tata Housing,Tata Housing Dev Co. Ltd,NULL,NULL,NULL
1000,NA,THWBRNA00,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,Tata Housing,Tata Housing Dev Co. Ltd,NULL,NULL,NULL
1000,NA,THWGOC000,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,Tata Housing,Tata Housing Dev Co. Ltd,NULL,NULL,NULL
1000,NA,THWKYAA00,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,Tata Housing,Tata Housing Dev Co. Ltd,NULL,NULL,NULL
1000,NA,THWKYR000,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,Tata Housing,Tata Housing Dev Co. Ltd,NULL,NULL,NULL
1000,NA,THWMDAM01,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,Tata Housing,Tata Housing Dev Co. Ltd,NULL,NULL,NULL
1000,NA,THWMDR000,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,Tata Housing,Tata Housing Dev Co. Ltd,NULL,NULL,NULL
1000,NA,THWUNAP00,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,Tata Housing,Tata Housing Dev Co. Ltd,NULL,NULL,NULL
5330,NA,TICCHTI00,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,Tata Realty,TRIL Infopark Limited,NULL,NULL,NULL
5330,NA,TISCHTI14,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,Tata Realty,TRIL Infopark Limited,NULL,NULL,NULL
5330,NA,TISCHTI26,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,Tata Realty,TRIL Infopark Limited,NULL,NULL,NULL
1030,NA,TKCCO0000,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,Tata Housing,Technopolis Know Park Ltd,NULL,NULL,NULL
1021,NA,TMWAHSG00,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,Tata Housing,THDC Mgmt Services Ltd,NULL,NULL,NULL
1021,NA,TMWTGLA00,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,Tata Housing,THDC Mgmt Services Ltd,NULL,NULL,NULL
5100,NA,TRCCOCO01,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,Tata Realty,TATA Realty & Infra Ltd.,NULL,NULL,NULL
5100,NA,TRCCOIN01,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,Tata Realty,TATA Realty & Infra Ltd.,NULL,NULL,NULL
5100,NA,TRCCOKO00,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,Tata Realty,TATA Realty & Infra Ltd.,NULL,NULL,NULL
5100,NA,TRCMUTP01,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,Tata Realty,TATA Realty & Infra Ltd.,NULL,NULL,NULL
5100,NA,TREORTS01,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,Tata Realty,TATA Realty & Infra Ltd.,NULL,NULL,NULL
5100,NA,TRNAMAM01,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,Tata Realty,TATA Realty & Infra Ltd.,NULL,NULL,NULL
5100,NA,TRNGGMK01,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,Tata Realty,TATA Realty & Infra Ltd.,NULL,NULL,NULL
5100,NA,TRNGGVP01,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,Tata Realty,TATA Realty & Infra Ltd.,NULL,NULL,NULL
5100,NA,TRSBGKO07,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,Tata Realty,TATA Realty & Infra Ltd.,NULL,NULL,NULL
5100,NA,TRSCOKO01,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,Tata Realty,TATA Realty & Infra Ltd.,NULL,NULL,NULL
5100,NA,TRWMUIM01,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,Tata Realty,TATA Realty & Infra Ltd.,NULL,NULL,NULL
5100,NA,TRWMUIT04,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,Tata Realty,TATA Realty & Infra Ltd.,NULL,NULL,NULL
5100,NA,TRWMUTR02,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,Tata Realty,TATA Realty & Infra Ltd.,NULL,NULL,NULL
5100,NA,TRWMUTR03,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,Tata Realty,TATA Realty & Infra Ltd.,NULL,NULL,NULL
5100,NA,TRWNGRE01,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,Tata Realty,TATA Realty & Infra Ltd.,NULL,NULL,NULL
5100,NA,TRWNGRE06,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,Tata Realty,TATA Realty & Infra Ltd.,NULL,NULL,NULL
3000,NA,TVNNONDM1,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,Tata Value Homes,Tata Value Homes Limited,NULL,NULL,NULL
3000,NA,TVWMUGR00,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,Tata Value Homes,Tata Value Homes Limited,NULL,NULL,NULL
4000,NA,WOICC0000,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,Tata Value Homes,World-One Dev Co. Pte Ltd,NULL,NULL,NULL
4010,NA,WSICC0000,NA,NotAvailable,Not Applicable,NA,NA,NA,NA,NA,NA,NA,NotApplicable,NA,NotKnown,NotAvailable,NotAvailable,NotAvailable,BI,Not Applicable,X,NULL,Tata Value Homes,WorldOne (SL)Proj Pte Ltd,NULL,NULL,NULL
